product_id,product_name,warehouse_id,stock_qty,reorder_level,safety_stock,inventory_value
P08570,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH003,3491,198,204,1214.3
P08571,"Zidovudine 300mg, tablets, 60 Tabs",WH003,331,267,121,8542.3
P08572,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",WH004,1297,170,239,15770.1
P08573,"Lamivudine 150mg, tablets, 60 Tabs",WH004,2742,249,253,49890.99
P08574,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",WH001,2445,229,119,6310.88
P08575,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH004,2186,306,270,36032.97
P08576,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",WH004,1079,371,106,71443.35
P08577,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH003,3126,228,280,1660665.53
P08578,"Zidovudine 300mg, tablets, 60 Tabs",WH001,735,422,40,252739.05
P08579,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,4935,230,152,41155.88
P08580,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH001,1051,208,238,538273.21
P08581,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",WH004,109,208,179,310929.73
P08582,"Abacavir 300mg, tablets, 60 Tabs",WH004,2997,389,44,135878.62
P08583,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH002,4884,480,102,126811.42
P08584,"Zidovudine 300mg, tablets, 60 Tabs",WH003,1411,256,138,922.19
P08585,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",WH004,1586,232,261,116745.15
P08586,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH001,4303,264,158,297677.13
P08587,"Abacavir 300mg, tablets, 60 Tabs",WH003,2152,276,215,120795.62
P08588,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH001,2246,465,237,454892.26
P08589,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH002,531,342,76,637193.34
P08590,"Zidovudine 300mg, tablets, 60 Tabs",WH003,2350,291,250,82209.45
P08591,"Efavirenz 600mg, tablets, 30 Tabs",WH004,1570,317,30,110364.77
P08592,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH004,3978,408,119,193389.8
P08593,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH003,1062,200,229,461143.07
P08594,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH003,2176,267,34,13320.38
P08595,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,292,441,256,806493.98
P08596,"Nevirapine 200mg, tablets, 60 Tabs",WH004,854,185,44,191000.06
P08597,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH001,1613,115,137,19351.39
P08598,"Nevirapine 200mg, tablets, 60 Tabs",WH002,944,292,281,109964.23
P08599,"Nevirapine 200mg, tablets, 60 Tabs",WH004,3805,311,192,57627.37
P08600,"Nevirapine 200mg, tablets, 60 Tabs",WH003,497,313,182,38261.94
P08601,"Efavirenz 600mg, tablets, 30 Tabs",WH004,688,84,82,185095.63
P08602,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH003,546,52,65,10198.87
P08603,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",WH004,3733,482,46,115941.35
P08604,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",WH004,3318,131,35,96706.21
P08605,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH001,2338,211,269,369406.84
P08606,"Nevirapine 200mg, tablets, 60 Tabs",WH001,4136,265,237,382942.95
P08607,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH002,4318,185,268,76991.58
P08608,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",WH004,1182,405,78,71710.27
P08609,"Nevirapine 200mg, tablets, 60 Tabs",WH001,431,171,34,2017.0
P08610,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH003,2257,439,182,2733782.12
P08611,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,2735,455,49,333924.33
P08612,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",WH001,1726,310,209,2191603.55
P08613,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",WH002,3702,51,296,9424.18
P08614,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",WH002,587,403,232,39238.14
P08615,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",WH002,3969,57,146,5862.28
P08616,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,2028,491,156,1362466.02
P08617,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH001,2780,402,108,585565.42
P08618,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH003,4535,398,154,95510.92
P08619,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH002,3734,122,80,422.25
P08620,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH001,3409,193,236,1165767.03
P08621,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH002,1767,489,93,220582.71
P08622,"Nevirapine 200mg, tablets, 60 Tabs",WH003,4707,59,299,1359.19
P08623,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH004,1383,191,177,36403.05
P08624,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH002,1115,423,47,43480.75
P08625,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH002,627,265,271,264487.11
P08626,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",WH002,1732,55,198,1002970.58
P08627,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",WH002,298,466,247,4917.43
P08628,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",WH003,3738,186,96,65037.34
P08629,"Nevirapine 200mg, tablets, 60 Tabs",WH001,3765,289,177,485017.83
P08630,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH001,3106,421,248,1863729.65
P08631,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,1548,151,263,416141.53
P08632,"Efavirenz 600mg, tablets, 30 Tabs",WH004,2351,195,143,16711.21
P08633,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH001,1637,198,34,324701.72
P08634,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",WH004,4327,483,159,1885.22
P08635,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH001,3092,277,121,19293.73
P08636,"Nevirapine 200mg, tablets, 60 Tabs",WH001,1238,449,46,128945.47
P08637,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",WH001,4037,372,182,236646.66
P08638,"Efavirenz 200mg, scored tablets, 90 Tabs",WH004,223,271,232,2227.76
P08639,"Abacavir 300mg, tablets, 60 Tabs",WH004,2504,317,36,47244.41
P08640,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",WH002,3431,444,107,2418.04
P08641,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH001,2712,287,281,538236.88
P08642,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH002,4868,208,157,599997.45
P08643,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH001,3519,234,64,42833.8
P08644,"Nevirapine 200mg, tablets, 60 Tabs",WH001,3478,194,70,264090.6
P08645,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,3301,268,257,556023.82
P08646,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",WH002,1326,476,221,363703.26
P08647,"Zidovudine 300mg, tablets, 60 Tabs",WH002,249,389,257,18488.67
P08648,"Zidovudine 300mg, tablets, 60 Tabs",WH004,215,404,76,3874.82
P08649,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH004,2994,353,257,7351.23
P08650,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",WH002,4249,224,283,410.65
P08651,"Nevirapine 200mg, tablets, 60 Tabs",WH004,1292,71,279,332868.0
P08652,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",WH002,1462,311,97,6765.81
P08653,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH002,4711,482,183,396919.83
P08654,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH002,2756,194,269,1015693.13
P08655,"Lamivudine/Nevirapine/Stavudine 60/100/12mg, dispersible tablets, 60 Tabs",WH004,228,217,240,4519.16
P08656,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH002,1494,284,100,10169.98
P08657,"Efavirenz 600mg, tablets, 30 Tabs",WH004,1285,414,129,181903.74
P08658,"Efavirenz 600mg, tablets, 30 Tabs",WH001,2253,102,122,716899.73
P08659,"Nevirapine 200mg, tablets, 60 Tabs",WH002,2091,295,217,252527.36
P08660,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",WH001,4030,179,64,48053.0
P08661,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",WH003,2950,209,103,1985810.07
P08662,"Zidovudine 300mg, tablets, 60 Tabs",WH001,3990,124,240,18242.57
P08663,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH004,639,82,281,554798.58
P08664,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",WH002,2345,367,252,104449.48
P08665,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH001,4826,197,84,384968.94
P08666,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",WH001,566,491,198,129079.68
P08667,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",WH001,353,175,107,28507.63
P08668,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,4240,278,111,331.73
P08669,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH003,2118,363,102,62802.97
P08670,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH002,4046,60,249,78225.39
P08671,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH004,3239,325,160,1453850.35
P08672,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",WH003,1469,294,39,37931.13
P08673,"Nevirapine 200mg, tablets, 60 Tabs",WH003,3860,239,89,3159.82
P08674,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH003,939,260,204,29353.32
P08675,"Nevirapine 200mg, tablets, 60 Tabs",WH004,3363,424,238,112777.71
P08676,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",WH002,4896,169,51,1291.71
P08677,"Nevirapine 200mg, tablets, 60 Tabs",WH002,4993,394,145,144355.62
P08678,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH004,2043,355,269,93637.35
P08679,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH004,3158,262,124,492291.16
P08680,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",WH004,4283,265,43,2881.13
P08681,"Efavirenz 600mg, tablets, 30 Tabs",WH004,4430,210,92,21253.23
P08682,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",WH003,2015,235,286,123288.77
P08683,"Abacavir 300mg, tablets, 60 Tabs",WH001,3862,401,265,86743.86
P08684,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",WH003,1988,339,31,65041.78
P08685,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH004,2817,398,96,124267.21
P08686,"Lamivudine 150mg, tablets, 60 Tabs",WH002,2407,87,166,11126.3
P08687,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",WH003,745,355,184,42146.57
P08688,"Efavirenz 200mg, scored tablets, 90 Tabs",WH003,2549,91,156,6723.16
P08689,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH003,4794,285,122,738971.18
P08690,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH001,3153,222,277,257222.18
P08691,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",WH003,449,217,38,12517.39
P08692,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH001,2192,97,166,534099.21
P08693,"Efavirenz 600mg, tablets, 30 Tabs",WH002,3276,485,31,339788.84
P08694,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",WH002,1645,287,27,741.13
P08695,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH001,1823,386,165,33958.95
P08696,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH004,740,210,233,17363.07
P08697,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",WH004,3181,119,91,7054.97
P08698,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",WH001,1035,226,107,16483.1
P08699,"Efavirenz 600mg, tablets, 30 Tabs",WH001,1308,52,71,321264.24
P08700,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH004,4808,361,26,225528.59
P08701,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",WH001,291,94,45,2543.81
P08702,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",WH002,3624,451,116,2080.11
P08703,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",WH004,3847,163,203,21308.35
P08704,"Efavirenz 600mg, tablets, 30 Tabs",WH004,2541,226,271,6285.32
P08705,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH003,3902,95,244,394041.35
P08706,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",WH001,2089,493,250,39265.45
P08707,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",WH003,341,260,233,29978.84
P08708,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",WH002,2927,234,226,72087.8
P08709,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",WH001,2600,415,48,9820.1
P08710,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",WH003,1480,331,171,22279.45
P08711,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",WH002,856,151,143,9707.33
P08712,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH004,2397,103,220,126993.56
P08713,"Abacavir 300mg, tablets, 60 Tabs",WH004,2756,405,253,45164.88
P08714,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH004,2921,348,271,21588.64
P08715,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH002,3076,387,259,142595.4
P08716,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH001,958,405,58,15374.37
P08717,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH001,3204,132,67,433181.31
P08718,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",WH004,3109,425,128,9325.26
P08719,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",WH001,2775,418,204,7753.55
P08720,"Lamivudine 150mg, tablets, 60 Tabs",WH001,1320,359,290,3065.36
P08721,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH002,2943,159,46,80746.1
P08722,"Lamivudine 150mg, tablets, 60 Tabs",WH001,2701,85,28,38182.52
P08723,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH001,3329,202,82,1491118.47
P08724,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,3323,349,75,127161.84
P08725,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH001,3211,134,160,684345.84
P08726,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH004,2404,480,210,48122.15
P08727,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,971,428,193,238625.78
P08728,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH001,985,469,55,123783.88
P08729,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",WH003,816,108,82,0.0
P08730,"Lamivudine 150mg, tablets, 60 Tabs",WH004,1865,100,74,757.57
P08731,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH002,347,298,269,2971056.51
P08732,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH001,4312,103,91,458932.87
P08733,"Abacavir 300mg, tablets, 60 Tabs",WH004,4129,342,191,217570.71
P08734,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,781,189,83,76.63
P08735,"Abacavir 300mg, tablets, 60 Tabs",WH003,1480,84,182,873.65
P08736,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",WH004,2675,318,186,277.92
P08737,"Efavirenz 600mg, tablets, 30 Tabs",WH003,1565,443,233,393438.67
P08738,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",WH001,2736,316,241,496.55
P08739,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH001,4301,203,59,1945.6
P08740,"Efavirenz 200mg, scored tablets, 90 Tabs",WH004,4275,90,248,13159.37
P08741,"Lamivudine 150mg, tablets, 60 Tabs",WH004,4798,319,76,1011.97
P08742,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",WH003,3476,380,98,4680.9
P08743,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH003,2904,378,109,525127.58
P08744,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,176,186,152,551509.3
P08745,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",WH001,3404,338,211,88590.04
P08746,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH002,990,253,286,1332116.95
P08747,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH001,2971,188,296,1024718.5
P08748,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH003,499,119,208,1626189.65
P08749,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH001,3418,425,185,595071.68
P08750,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,2672,165,251,449.91
P08751,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH002,770,189,142,372460.71
P08752,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH002,3857,307,225,404692.85
P08753,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH004,3624,86,201,154743.51
P08754,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",WH002,3164,410,71,128575.32
P08755,"Nevirapine 200mg, tablets, 60 Tabs",WH001,3307,69,241,269080.68
P08756,"Abacavir 300mg, tablets, 60 Tabs",WH001,969,459,78,7000.96
P08757,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH003,1005,482,157,166064.12
P08758,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH002,4919,76,127,521684.37
P08759,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",WH004,3475,429,63,112.45
P08760,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH002,3658,362,282,1135751.98
P08761,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,3989,383,229,36700.13
P08762,"Nevirapine 200mg, tablets, 60 Tabs",WH003,2205,350,186,319664.78
P08763,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",WH002,309,317,212,34337.65
P08764,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",WH003,4275,495,93,36320.29
P08765,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",WH004,2158,403,189,1144.56
P08766,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH001,2260,170,261,3526812.03
P08767,"Zidovudine 300mg, tablets, 60 Tabs",WH004,3068,62,35,34669.32
P08768,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH002,3348,305,200,1904059.89
P08769,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,1530,430,205,550206.41
P08770,"Efavirenz 600mg, tablets, 30 Tabs",WH001,1167,408,263,17608.88
P08771,"Zidovudine 300mg, tablets, 60 Tabs",WH002,2432,249,177,20908.53
P08772,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH002,2321,199,199,65454.77
P08773,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,4921,138,166,330903.55
P08774,"Nevirapine 200mg, tablets, 60 Tabs",WH003,2155,64,42,1974.45
P08775,"Efavirenz 600mg, tablets, 30 Tabs",WH002,3512,292,44,301962.83
P08776,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH003,148,212,100,508609.45
P08777,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",WH001,1804,406,183,340243.81
P08778,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",WH002,809,251,152,10457.67
P08779,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,3008,237,67,71109.31
P08780,"Abacavir 300mg, tablets, 60 Tabs",WH003,2123,475,233,505759.9
P08781,"Zidovudine 300mg, tablets, 60 Tabs",WH002,1395,482,75,5506.61
P08782,"Nevirapine 200mg, tablets, 60 Tabs",WH004,4445,206,284,1396108.57
P08783,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH004,358,59,154,10389.58
P08784,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH003,1669,81,162,595533.33
P08785,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH002,763,343,285,48614.54
P08786,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH003,2745,172,45,13120.65
P08787,"Efavirenz 600mg, tablets, 30 Tabs",WH002,1986,112,296,30559.23
P08788,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH001,1825,296,146,11196.9
P08789,"Efavirenz 600mg, tablets, 30 Tabs",WH002,2154,70,247,62850.91
P08790,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH004,2760,139,185,119386.68
P08791,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH001,4872,391,109,1581757.24
P08792,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",WH002,537,81,146,79879.27
P08793,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",WH004,2778,155,289,5300.37
P08794,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,2083,340,163,206998.13
P08795,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH004,3156,97,117,360691.16
P08796,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",WH002,4982,92,293,225026.21
P08797,"Nevirapine 200mg, tablets, 60 Tabs",WH003,1234,166,34,83080.2
P08798,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH001,3118,79,227,2149327.79
P08799,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH001,324,238,54,240011.27
P08800,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,2653,69,119,852899.78
P08801,"Nevirapine 200mg, tablets, 60 Tabs",WH004,350,212,257,8444.22
P08802,"Nevirapine 200mg, tablets, 60 Tabs",WH001,230,440,66,510436.38
P08803,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,3280,380,200,152074.13
P08804,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH002,669,119,161,24339.1
P08805,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,935,266,87,1563329.06
P08806,"Nevirapine 200mg, tablets, 60 Tabs",WH003,3010,279,267,1025.77
P08807,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH001,1841,93,281,5896845.78
P08808,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",WH002,4380,194,208,324.57
P08809,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",WH002,1696,261,91,2206.17
P08810,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",WH002,4175,217,114,27134.07
P08811,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH003,4731,189,221,311711.24
P08812,"Efavirenz 600mg, tablets, 30 Tabs",WH002,425,207,48,8.94
P08813,"Zidovudine 300mg, tablets, 60 Tabs",WH004,703,361,99,3030.1
P08814,"Efavirenz 200mg, scored tablets, 90 Tabs",WH003,1515,487,139,19734.78
P08815,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH003,3174,153,83,3422684.34
P08816,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH003,2000,207,94,160613.74
P08817,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH003,4415,289,65,282812.28
P08818,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH001,235,80,83,8719249.87
P08819,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH001,2809,89,250,1781218.97
P08820,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH003,1311,208,127,963276.24
